ID,Age,Title,Title_ja,Review,Review_ja,Rating,Positive Feedback Count,Division Name,Department Name,Class Name,Recommended IND
537,37,Great details. no liner.,ディテールが素晴らしい。ライナーがない。,Beautiful! color is true to pictures. no stretch. no liner. looks good with white or nude tank.,白やヌード色のタンクと相性が良さそうです。,4,11,General,Tops,Knits,0
538,58,,,Super cute style but runs slightly larger then other ag jeans i have.,とてもかわいいスタイルですが、私が持っている他のアグのジーンズより少し大きめです。,5,2,General,Bottoms,Jeans,0
539,57,Nice but inconsistent fit,いい感じだが、フィット感が安定しない,About a month ago i purchased the pilcro hypen chinos in moss size 28 petite. i loved the color and fit so much that when i saw free shipping being offered i decided to get another pair. this time i ordered the color ?pink? and of course size 28 petite. well the color really isn?t pink and unlike the moss color it does not look the color online. the color is more like salmon or apricot definitely not pink. what bothered me more is the fit. this pair was too big. it?s mind-boggling why the sizing,,3,0,General,Bottoms,Pants,0
540,47,Has pockets,ポケット付き,I love this dress! it has pockets in front. timeless. fun. dress up or down.,このドレスが大好きです！前にポケットが付いています。,5,1,General,Dresses,Dresses,0
541,26,I had such high hopes,期待していたのに,"I had really high hopes for this shirt after reading the reviews. first off it runs really small. i usually wear a small or medium ( 4 or 6) i couldn't even get the 6 on. i probably could have even done a 10. the fabric was extremely flimsy. i was almost afraid i was going to rip it taking it off. other than the sizing and the fabric, it just wasn't flattering on me.",このシャツは、レビューを読んでとても期待していました。,2,0,General,Tops,Blouses,1
542,30,,,,,4,0,General,Tops,Knits,0
543,39,Buttons falling off...,ボタンが落ちる...。,"This blazer is a nice weight for summer. it is more terracotta than rose, but is still a nice color. the fit is tts and flattering. however, the buttons were almost falling off the one i received. i didn't take this as a sign of great quality and plan to return it.",ローズというよりテラコッタに近い色ですが、それでも素敵な色です。,3,8,General Petite,Jackets,Jackets,1
544,58,,,"I love it! the fit is very flattering. i read in another review that the top runs small, so i got a small instead of an extra small and it fits perfectly.",他の方のレビューによると、サイズが小さいとのことでしたので、エクストラ・スモールではなくスモールを購入しましたが、ぴったりでした。,5,1,General,Tops,Blouses,0
545,59,Fabulous pilazzo pants!,素晴らしいピラッツォパンツ!,"These are amazing! wide slits on out seam show off your cute shoes! runs large! i'm 5'7"", 140, size 6, hourglass. small was quite loose at waist. xs fits my actual waist and makes length right for flatter shoe <3"" heel. or small petite sits on my hips and makes length right for flatter shoe. both fit. there is ease through entire pant leg. beyond comfortable! doesn't wrinkle. looks great with the roll-neck sweater in ivory and a silver wedge shoe!",これは素晴らしいです！アウトシームの広いスリットは、かわいい靴をオフに表示されます！大きな実行！私は170センチ、140、サイズ6、砂時計です。XSは私の実際の腰にフィットし、より良い靴<3インチヒールのための正しい長さになります。,5,1,General,Bottoms,Pants,0
546,38,Love the fit,フィット感が好き,Love how this fits. length is great so i didn't need to hem (you wouldn't be able to). flattering on muscular/athletic legs/bottom. i bought in navy and then had to buy it in another color it fit so well.,丈が長めなので、裾上げは必要ありませんでした（必要ないでしょう）。,5,0,General,Bottoms,Jeans,0
547,34,So cool!,カッコイイ!,"I have a pair of elevenses very similar to the turquoise and grey pair, and i get non-stop compliments on them. they are very flattering and drape beautifully. the fabric is also complete no-fuss and no-fade. this time, i went for the red pair, and i love them. they really go with the current upscale 70s vibe; they have the 70s attitude without the poor quality of most vintage 70s clothes.",ターコイズとグレーのペアとよく似たエレブンスを持っていて、いつも褒められるんですよ。,5,3,General,Bottoms,Pants,0
548,36,Perfect with 1 alteration!,1回のお直しで完璧!,"The pictures of this dress do not do it justice. i bought it, cut the sleeves off to be even with the waist line and belted (with a slim belt ) and it is perfect! it actually becomes a very sexy dress, it is a true wrap with a deep v and the vent in the back, i mean this dress paid dividends at the end of the night (to be very honest)!

wearing this to south beach, it will be perfect with strappy, high heels.","このドレスの写真は正義を行うことはありません。私はそれを購入し、ウエストラインとベルト（スリムベルトで）均等になるように袖をカットし、それは完璧です！それは実際に非常にセクシーなドレスになり、それは深いVと背中の通気孔と真のラップです、私はこのドレスは夜の終わりに（非常に正直なところ）配当支払いました意味！私は、このドレスを購入したとき、私はそれを見て、私はそれを見て、私はそれを見ました。

このドレスを着てサウスビーチに行くと、ハイヒールとの相性は抜群です。",5,8,Initmates,Intimate,Lounge,0
549,29,,,"I actually found this blouse to be quite nice. i'm not sure that i'd wear it as a tunic, though. it looks great tucked in and the print is fun but nothing exhilarating. for the price, i expected more.",このブラウスは、チュニックとして着るのはどうかと思いますが、タックインしても素敵ですし、プリントも楽しいのですが、爽快感はありません。,4,0,General,Tops,Blouses,0
550,39,Perfect for fall!,秋にぴったり!,"This is the kind of weather i want to wrap myself up with a cozy and soft blanket. but i can't really walking around with a giant bulky blanket. this cardigan is as good as i can get. it's so soft, comfy and well made. nowadays most of the knitwear are made of dominantly polyester. this one is mostly natural material with has a much better feel than the man made kind.
i like how this garment is not too bulky and not too tight. warm enough for the breeze but not too thick. love it!","このカーディガンは、とても柔らかくて、着心地がよく、よくできています。
この服はかさばらず、きつすぎず、風を通すのに十分な暖かさですが、厚すぎず、とても気に入っています。",5,2,General,Tops,Sweaters,0
551,63,Love this sweater in black,このセーターの黒が好き,Very nicely made sweater which fits well. i bought the black with white accent and am very pleased with my purchase. the small fit me perfectly (34d) can't wait to wear it this fall!,黒地に白のアクセントが入ったセーターを購入しましたが、とても良い買い物ができました。,5,1,General Petite,Tops,Fine gauge,0
552,35,Run large,大きく走る,"First off, they are much prettier irl than in the photos online. they fit very large on me. i am usually a 8 or 10 but have hips so ordered the10. wrong decision. i needed the 8.",普段は8号か10号なのですが、ヒップがあるので10号を注文しました。,5,1,General Petite,Bottoms,Pants,0
553,47,Super cute top!,超かわいいトップス!,"I had read all the reviews about the regular length being too long (they were out of stock on the petite when i ordered) but i took a chance and ordered the regular size. i love it! it is a little long in the back, but i think that makes it a little more fun than your standard plaid shirt. so cute with skinny jeans and leggings! it is one of my favorite fall tops! i got the blue but might go back and get the red since it would be so great for the holidays!",レギュラー丈は長すぎるというレビューを読んでいましたが（私が注文した時はプチサイズは在庫切れでした）、思い切ってレギュラーサイズを注文しました。,5,1,General,Tops,Blouses,0
554,52,"Beautiful, elegant, quirky summer top",美しく、エレガントで、風変わりな夏のトップス,"Every now and then a piece like this one comes along at retailer, and i quickly make the purchase without any regret.
without being stuffy or old, this top is simply elegant. the floral is very high-end designer (think italian made) for a fraction of the cost. made of 100% bamboo, it is light without being sheer. there is no need for a cami with this one. the fabric has the body of a good linen, but it doesn't wrinkle nearly as much. it does require dry cleaning, though, if this matters to you.","たまにこのようなものが小売店で出てくると、後悔することなくすぐに購入します。
このトップスは、堅苦しくなく、古くなく、シンプルにエレガントです。花柄は、高級デザイナー（イタリア製だと思います）ですが、価格はほんのわずかです。",5,15,General Petite,Tops,Blouses,0
555,42,So cute!,とてもかわいいです。,This skirt is so cute. this is a staple to have in your wardrobe. i wear it with boots and boot socks. but tights for cold winter days as well as flip flops in the summer. i got my true size of 4. its fits perfectly. i love the length with a peek of leg when you walk!,私はブーツとブーツソックスを合わせていますが、寒い冬にはタイツ、夏にはビーチサンダルを合わせます。,5,4,General Petite,Bottoms,Skirts,0
556,59,"Very cute, but...",とてもかわいいけれど,"I received this jacket in the mail today. i wasn't sure of my size so i ordered the s & m. i opened the medium first and found that to fit me well. i never tried the small on. fyi, i am 5'5"", 125 lbs. & 34a in the chest. it allowed some ""give"" room for layering, like the picture of the model. this is a very cute jacket, no doubt about it. i like the combo of the linen with the leather. the outside of the jacket is well constructed. the reason i put 4 stars and said ""but"" is because of the unfini",サイズが分からなかったので、SとMを注文しました。このジャケットはとてもかわいいジャケットで、間違いありません。,4,6,General,Jackets,Jackets,0
557,61,,,"Absolutely adore the simplicity and style of this dress. dress is quite flowy, the fabric under the pleats is very soft making is quite comfortable.",このドレスのシンプルさとスタイルにとても惹かれます。ドレスはかなり流動的で、プリーツの下の生地はとても柔らかく、快適です。,5,0,General Petite,Dresses,Dresses,0
558,39,Nice design,素敵なデザイン,"Love the rushed sleeves, and the flower pattern on the side. t shirt is, however, a little thin, hence a bit sheer. but i loved it nonetheless... i saw the loose fit and decided ot order a size down (xxs petite) ad it is so flattering. going to keep it as i don't think petite is going to make it to sale... i think it will look very cute with my denim pencil skirt, jeans or other pants for casual days!",このTシャツは、少し薄いので、少し透けて見えますが、それでも気に入りました...ルーズフィットを見て、ワンサイズ下（XXSプチ）を注文することにしました。,5,1,General Petite,Tops,Knits,0
559,35,Precious!,プレシャス!,This shirt is just precious! i cannot wait to pair it with a pair of white skinny jeans and wedges in the spring. i'm so in love with it. the detail is just beautiful.,このシャツはとても貴重です！春に白いスキニージーンズとウェッジサンダルに合わせるのが待ちきれません！とても気に入っています。,5,3,General,Tops,Knits,0
560,47,,,It is soft and hangs great. problem - i wore it one time - and the back balled up terrible. it looked like i had owned it for years - not worn it one time. wouldn't recommend. though it is sooooo soft!,しかし、一度だけ着たのですが、背中が丸まってしまい、一度も着ていないのに何年も持っているような感じになってしまいました。,1,10,General Petite,Tops,Knits,1
561,57,Simple and clean,シンプルでクリーン,"Lightweight and casual, i picked this jacket up on sale. i usually don't like sale items aggressively priced- there is usually a reason why it was a difficult sell to begin with, but this was a pleasant surprise- as in no surprise! picture depicts color and material well. great throw-on for running errands. clean lines, nice simple detail. only thing that is slightly annoying is that the off-center zipper makes the wider side flap over when not zipped, but this is true with almost any top cut th",このジャケットは軽量でカジュアルなものです。私は通常、セール品のような強気の価格は好きではありません。,4,0,General,Jackets,Jackets,0
562,48,Nothing special,特になし,"The sweater was nice but not as long as on the model. it was itchy also. this sweater was not what i had expected. their was nothing exceptional about it to spend that kind of hard earned cash, sorry retailer. i sent it back .",このセーターは、私が期待していたものではありませんでした。,2,4,General,Tops,Fine gauge,1
563,68,,,This is the oddest fitting pullover. there is too much fabric around the chest. it is fitted everywhere else but then balloons out in the front. i liked it at first but really started to dislike all the bunchiness (is that a word?). i gave it away..,最初は気に入っていたのですが、だんだんこの束感が嫌いになってきて、手放しました。,1,0,General Petite,Tops,Knits,1
564,27,"Nice top, but large",いいトップスだが、大きい,"I wanted to love this top, but similar to many of retailer's styles (especially this season), this top is very large and tent-like. normally i like a larger top, but i was not expecting the length of this top. it might be cute belted if that is your style, but still much more like of a tunic than a top - could also make a nice maternity top. i am 5'7"" and ordered a medium and this top hit me much lower than pictured on the model. the fabric and pattern, as well as the neckline are very nice",私はこのトップスを愛したかったのですが、小売店の多くのスタイル（特に今シーズン）と同様に、このトップスはとても大きく、テントのようです。通常、私は大きめのトップスが好きですが、このトップスの長さは予想外でした。それがあなたのスタイルなら、ベルト付きでかわいいかもしれませんが、トップスというより、チュニックみたいです。,4,5,General,Tops,Blouses,0
565,33,Super cute .... but,超かわいい......けど,"Ever since i saw this dress i fall for it totally love the pattern and the colors. i got the size l and the fabric is really good. once i tried it on tho it broke my heart the dress fit perfect everywhere but in the v neck... the design there is odd i believe is for small breast cup girls, im size c and let me tell you  it look horrible, i was very disappointed so dress its going back :(",このドレスを見て以来、私はそれのために落ちる完全にパターンと色が大好きです。私はサイズLを取得し、生地は本当に良いです。一度私はそれが私の心を壊したことを試してみましたドレスはどこでも完璧にフィットしますが、Vネックで... そこのデザインは、私は小さな胸のカップ女の子のためだと信じて、私のサイズCと私はそれが恐ろしい見てみましょう、私は非常に失望したようにドレスそのバック行く :(,4,1,General,Dresses,Dresses,0
566,43,Favorite tee,お気に入りのTシャツ,Love this top. i have it in several colors and i'm waiting for the black to be restocked. it's somewhat sheer. perfect w my kimonos,このトップスが大好きです。何色か持っていますが、ブラックの再入荷を待っています。,5,1,General Petite,Tops,Knits,0
567,35,Different but didn't work out,違うけど、うまくいかなかった,"This is a cute jacket, nice materials, comfortable, and feels very well made. i read some reviews about sizing and went with a small when i am usually an xs or s. the small was too big and boxy feeling, i think i would have liked it better if it felt like a more tailored fit. the design is definitely different and i played around with the collar drape thing but it felt a little awkward to me. overall, i think it's a cute jacket, but i sent it back, not for me.",このジャケットはかわいいし、素材もいいし、着心地もいいし、とてもよくできています。サイズについてのレビューを読んで、普段はXSかSなのにSにしました。,4,0,General,Jackets,Outerwear,0
568,62,Great top,グレートトップ,This top is perfect! very comfortable and flattering for any body type.,このトップスは完璧です！とても着心地がよく、どんな体型の人にも似合います。,5,0,General,Tops,Blouses,0
569,23,Darling,ダーリン,"I ordered the ""london, paris, milan"" print red top in a size 4. i go back and forth with ordering 2's and 4's but i figured that with long sleeves, i'd rather have a little room than it be fitted. my boyfriend asked if i bought it for valentine's day- the red print and the cities struck him as romantic. anyway, lovely top. lightweight material will be nice for layering during winter, and wearing on it's own in spring and next fall.",2号と4号を行ったり来たりしていますが、袖が長いのでフィットするよりも少しゆとりがあったほうがいいと思い、4号を購入しました。,5,1,General,Tops,Blouses,0
570,46,A longing,憧れ,"I was eyeing this dress for some time and was undecided about making the purchase. at a reduced price and 40%discount, i had to succumb! i was surprised by the fabric, a bit flimsy. however, the design makes up for the style. i'm anxious to wear at the first opportunity of spring/summer!!!",以前から狙っていて、購入を迷っていたのですが、40％オフの値段に負けて購入しました！生地が少しペラペラで驚きましたが、デザインはそれを補ってあまりあるものでした。,4,0,General,Dresses,Dresses,0
571,37,Love it,Love it,This jacket is really cute. i tried in in a large in the store and was too big so i took a chance and ordered medium on line. i have broad shoulders so i was a bit worried. it's perfect. very fitted and cropped. but will look great to throw on over a dress. for reference i'm 5 foot 6 inches and a 34 c. 132lbs. slender but athletic. medium was perfect.,このジャケットは本当にかわいいです。お店でLサイズを試着したら大きすぎたので、思い切ってオンラインでMサイズを注文しました。,5,1,General,Jackets,Jackets,0
572,65,Simply lovely and so cozy!,シンプルに素敵で、とても居心地が良いです。,"Knitted and knotted makes such gorgeous sweaters:  this is bathed in lovely, almost impresssionistic color, and the deep ruffle at the bottom is feminine and flattering.  i adored the way there's enough wrap-around to get cozy in it, as i wore it through my day.  i went with the green in a regular medium, which is my normal size:  size 8, 34f.  the 27% mohair enhances the soft feeling and lush look.  as i wore this piece today, i felt that i was wearing something very special.",ニットやノットのセーターはとてもゴージャスです。このセーターは、まるで印象的なほど美しい色に包まれていて、裾の深いフリルがフェミニンでお洒落な雰囲気です。,5,0,General Petite,Tops,Sweaters,0
573,52,Runs small,小さいサイズ,This dress is very cute and is made well.  i bought up a size from what i usually where as one reviewer mentioned the dress is small in the bust. this is always a problem for me therefore i ordered a 14. i was surprised that the 14 was sung in the bust. and then understood why the 16 was sold out. i was 30/40 lbs heavier when i wore a 16..never would have thought i'd have to order up that high. i've been running a 10 or 12 depending on the level of my activity. i'm keeping the dress because i kn,このドレスは非常にかわいいですし、よく作られています。あるレビュアーがドレスのバストが小さいと述べたように、私はいつもよりワンサイズ上を買いました。,3,0,General Petite,Dresses,Dresses,0
574,45,,,"Love this top!!!  my summer ""go to""!  fits beautifully, cool & comfortable.  the only reason i didn't give it 5 stars was that the back layer is a little thin--i hate that.  just beef up the product, i'll spend the extra $$ to have a perfect shirt!",このトップが大好きです！私の夏の「行きつけ」です！美しくフィットし、涼しく快適です。5つ星にしなかった唯一の理由は、バックレイヤーが少し薄いことです - 私はそれが嫌いです。,4,2,General Petite,Tops,Knits,0
575,34,,,,,5,0,General,Dresses,Dresses,0
576,35,Pretty details,きれいなディテール,"I liked the details on the front a d back of this top. while i was pregnant i purchased the white color in the small. everything fit, suprisingly, the top even covered up my pregnant belly. i returned it since i didn't want a top with so much room in the waist area post pregnancy. i recently got this top in the xs thinking that it will be a great stylish breasting top. while everything fit in the hips, and waist, the chest area was too tight. this top did not work for me as i am in between sizes",妊娠中にSサイズのホワイトを購入したのですが、驚くほどフィットして、妊娠中のお腹もカバーしてくれました。妊娠後はウエストにあまり余裕のないトップスは嫌だったので返品しました。,4,0,General Petite,Tops,Knits,0
577,26,"Cute, runs large",かわいい、大きめ,"This top runs very large and is loose fitting in the middle. it looks very flattering and is very comfortable. i bought the one in red and it looks quite good. i would go down one size, maybe two.",このトップスはとても大きく、真ん中がゆったりしています。,4,0,General,Tops,Knits,0
578,50,Wide bodied tee,ワイドボディーのTシャツ,"There is simply a ton of fabric on this tee. i am a size 8 on top, with a fairly thin upper body but still an 8. at retailer i often order small for swingy tees, medium for more slim-cut. this tee in the small was huge. the shoulders fit well, but the body was so big and was a weirdly long length. just odd, especially for $78...",私は上半身がかなり細いですが、それでも8サイズです。小売店では、スウィンギングTシャツの場合はS、よりスリムなカットの場合はMをよく注文します。,3,3,General,Tops,Knits,1
579,35,Beautifully made jacket,美しく仕上げられたジャケット,"This really is a gorgeous jacket! i would give it 4.5 stars just because sometimes it can be a bit unflattering in the tummy area (poofs out a bit) at certain times, but i had to remind myself that is the style of the coat. i am petite and curvy on bottom, so this could just be me. tried wearing with a skinny belt and it looked cute, i think i will try both ways. seems very warm. beautful colors and the material is soft and not itchy at all! excited because versatile for everyday wear but also l",このジャケットは本当にゴージャスです！星4.5をあげたいのは、ある時、お腹の部分が少し膨らんでしまうことがあるためですが、それがコートのスタイルだと自分に言い聞かせる必要があります。,5,5,General Petite,Jackets,Outerwear,0
580,35,Quality!!!,クオリティが高い!!!,"This is the best item i have gotten form retailer. the quality is amazing. soft, covers my butt, classic piece!!!",柔らかくて、お尻をカバーしてくれて、クラシックなアイテムです。,5,10,General,Tops,Knits,0
581,46,,,,,4,0,General Petite,Tops,Blouses,0
582,44,Makes me feel beautiful!,美しくなれる！？,"I ordered this top in ivory in 2 sizes, because i'm in between and it looks so great in the photos and didn't want to risk it selling out while i debated sizing. i really loved the larger size because the material is not stretchy and i didn't want the sleeves to be tight when i move. it is somewhat boxy on the seam at the waist so i'm having it taken in a little so it fits more like a peplum and flares. adding a skinny belt just didn't distribute the excess fabric as i envisioned. it really is a",私は2つのサイズのアイボリーでこのトップを注文しました、私は間にいると、それは写真でとても素晴らしい見て、私はサイズを議論しながら、それが完売する危険を冒したくなかったので。私は本当に素材が伸縮性ではなく、私は私が移動するときにタイトになるように袖を望んでいなかったので、大きなサイズを愛した。,5,1,General Petite,Tops,Blouses,0
583,50,Beautiful dress!,美しいドレス,"This dress is so pretty, comfortable and easy to wear. i got so many compliments in it. it is a winner for sure!",このドレスはとてもかわいくて、着心地がよくて、着やすい。,5,0,General,Dresses,Dresses,0
584,32,Beautiful dress,美しいドレス,"I've been waiting for this dress to come back in stock and when it finally did i got it in the size 2. i'm typically a 2 or 4 in dresses and the 2 fits perfect. for reference i'm 5'6, 34c, 130lb. i think it runs on a larger size because it's a shift dress. i would recommend sizing down. a great white dress to wear to my rehearsal dinner!",このドレスが再入荷するのをずっと待っていたのですが、やっと入荷したのでサイズ2を購入しました。私は通常ドレスは2か4なのですが、2は完璧にフィットしました。,5,0,General Petite,Dresses,Dresses,0
585,36,,,"This dress is adorable. i found it to be true to size, but i do have a small bust so perhaps that helped with the sizing issue the other reviewer encountered. i love the embroidery throughout, it beautifully constructed and feels lush. i'm 5'9"" and the dress falls to my ankles, but that's ok because it will look beautiful with heels or flats. i love the dress and cant wait to wear but gave it a 4-star rating because of the side zipper. it is extremely hard to zip up past your waist because of th",私はそれがサイズに忠実であることがわかったが、私は小さなバストを持っているので、おそらくそれは他のレビューが発生したサイズの問題に役立った。,4,6,General Petite,Dresses,Dresses,0
586,57,,,"This is a nice light top for the summer. i love how your shoulders peak out from tee, which gives it a touch of of sexiness. it does run large so i went down a size. i haven't washed it yet so don't know if it will shrink. i do recommend it though.",このTシャツから肩が出ているところがセクシーで気に入っています。,4,0,General,Tops,Knits,0
587,39,Soft and fabulous,ソフトでファビュラス,"I love these jeans, but they do stretch out! i was surprised at how loose they were right after washing/air drying the first time.",このジーンズは大好きなのですが、伸びるんです！一回目の洗濯・風乾直後の緩さに驚きました。,4,0,General,Bottoms,Jeans,0
588,36,"Cute, but thinner than i would like",かわいいけど、思ったより薄かった。,"It is a cute top and i loved the fit and it's super soft feel, but i'm kind of getting tired of the sheer shirt thing this year. i bought this for the summer and it's hot here so not wanting to have to wear a shirt under my shirt. it's not crazy sheer, but still undecided. if you live in a state with no sweat, you'll probably be fine. :) i'll have to walk around and try it in different lighting situations and think about it?",でも、今年は透け感のあるシャツに飽きてしまいました。夏用に買ったのですが、暑いのでシャツの下にシャツを着たくないのです。,3,28,General,Tops,Knits,0
589,55,Love this cute top,このかわいいトップスが大好き,I have this top in both the green and blue and live them both. the back of this top is so cute and makes the whole top.the embroidery  is cute too.,このトップスはグリーンとブルーの両方を持っていて、どちらも気に入っています。このトップスの背中がとてもかわいくて、トップス全体を引き立てています。,5,0,General,Tops,Knits,0
590,39,Cute topper,かわいいトッパー,"I love boiled wool paired with classic silhouettes and this bonette combines best of both. the fabric is soft, not too substantial but still warm for my climate, goes great with many outfit combinations, has a flexible cut for my body type. i chose to to buy the size small and while it's a little tight in the upper sleeves (because my upper arms are chubby) i can work with it when i wear the right top. the medium was a just a bit too boxy for the profile i wanted but i may get it any way in the",このボネットはその両方を兼ね備えています。生地は柔らかく、厚すぎず、でも私の気候には暖かく、様々な服の組み合わせにぴったりで、私の体型に合わせた柔軟なカットになっています。,5,2,General,Tops,Sweaters,0
591,38,Buyer beware!,バイヤー・ビー・ウェア,"These pants were wonderful...for 2 seasons. yes, for almost $200 a pop they don't even last a full year! loved them so much, i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately, retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.",このパンツは素晴らしいものでした...2シーズン分。そう、1本200ドル近くするのに1年ももたないのです！とても気に入っていたので、弾丸で4本買いました。4本とも同じところが裂け始めました！アグに直接連絡しようとしましたが、30日後には製品のバックアップをしないそうです。幸い、小売業者は（いつものように！）素晴らしく、これからはピルクロを買うでしょう。,1,0,General,Bottoms,Jeans,1
592,31,Muumuu,ムームー,"Looks fitted on, but this just turned out to be an oversized muumuu on. the fabric also felt cheap.",見た目はピッタリですが、着てみるとオーバーサイズのムームーになってしまいました。,1,0,General,Dresses,Dresses,1
593,62,Perfect for a specific shape...,特定の形状に最適な...,"Despite the mixed reviews, i went ahead and bought this in my normal size. i am small-chested (34b) and found this to fit perfectly, so i understand why those with large chests were finding this impossible to fit at the top. the fabric and detail are stunning on this. there is not a lot of give to the fabric, but if you are smaller in the bust. buy it!",私は胸が小さいのですが（34b）、これは完璧にフィットしたので、胸が大きい人がこのトップがフィットしないのを見つける理由がわかりました。,5,1,General,Dresses,Dresses,0
594,64,Great lbd,グレートLBD,"It runs big though! definitely order a size smaller, the underneath slip is stretchy which is great, but the lace outer shell runs big!",でも、大きいです！絶対にワンサイズ下を注文してください！下のスリップは伸縮性があって素晴らしいですが、レースのアウターシェルは大きく走ります,4,7,General,Dresses,Dresses,0
595,44,,,"I hoped i would hate these because i have a zillion pairs of jeans. as i suspected, they're amazing and quickly became my favorite! they have just the right amount of stretch, so flattering.",私は何本もジーンズを持っているので、これは嫌だなあと思っていたのですが、思った通り、素晴らしくてすぐにお気に入りになりました！適度なストレッチが効いていて、とても履き心地が良いです。,5,1,General Petite,Bottoms,Jeans,0
596,59,Breath of fresh air,ブレスオブフレッシュエアー,"This looks great with the pilcro lace bottom white jeans. i bought the yellow and blue and it is flattering on. longer in the back. i love the style of the sleeves. very flattering style and fun, flirty and feminine. slightly see through. depending on your modesty level a nude bra may be just fine or else a nude cami. a really fresh look for summer. i do not think it looks cheap. i do think it is overpriced but i have a hard time finding tops that hit me at the right length in front and are not",ピルクロレースのホワイトジーンズにぴったりです。,5,1,General,Tops,Blouses,0
597,27,Great casual outfit!,カジュアルな着こなしが素敵,"Runs a little big, but super comfortable and looks great with jeans slightly tucked in.",少し大きめですが、とても快適で、ジーンズを少したくし上げて着るととても素敵です。,5,0,General,Tops,Knits,0
598,39,Canary yellow,カナリーイエロー,"First, i received mine with the back button (by the neck) busted (the part where you insert the button was loose, so could not button). 
i ordered the yellow one, and was surprised how yellow it was when received. it is brighter than the picture shows, not bad though.
the cut of the dress is nice, very ""sweet"", i liked that it was flowy and the lace was beautiful to me. arms were a tad tight, only because i have muscular arms. stil lable to wear it.

i ordered the 0petite, and it fit. i am 1","まず、後ろのボタン（首のところ）が壊れている状態で届きました（ボタンを差し込む部分が緩んでいて、ボタンを留めることができませんでした）。
イエローを注文したのですが、届いてからあまりの黄色さに驚きました。写真で見るよりも鮮やかで、悪くはないのですが。
腕は筋肉質なので、少しきつかったです。

私は0petiteを注文しましたが、ぴったりでした。",4,1,General,Dresses,Dresses,0
599,41,Beautiful top,美しいトップ,"I bought yellow one, and i'm very happy with this purchase. the flower print is beautiful, and the material is light, but not too thin. i love wearing this top with a pair of blue denim or a pair of white bottom.
i'm pretty short in height and size 36c. i bought a m in regular size because i like my tops roomy, and it fits really nice, i just tie a small knot on the bottom of this top or tuck the shirt in a little bit, it works perfect.","花柄がとてもきれいで、素材も薄すぎず、軽いです。ブルーデニムや白のボトムと合わせて着ています。
私は身長が低いので、36cmのMを買いましたが、ぴったりでした。",5,1,General,Tops,Knits,0
600,46,,,"I love the cold shoulder trend! this sweater is not bulky, but the thick knit will keep you warm while looking stylish! it is not your typical sweater. if you want something unique, but still basic, this is your sweater. looks great with jeans and khakis.",コールドショルダーのトレンドが大好きです！このセーターはかさばらず、厚手のニットで暖かく、スタイリッシュに見えます！典型的なセーターではありません。,4,1,General,Tops,Sweaters,0
601,26,Like it a lot but...,すごく好きだけど...,"I like this top a lot, very nice. i love the design, style, and fabric. but it runs too small. i have a curvy figure, and it pulls in the front so you can see between the buttons, and pulls at the bottom as well. i usually wear l or xl, in xl this one was still a bit fitted especially around the bust. i am still keeping it - hoping to lose a few pounds. but it is a very nice top with the fabric, design, and style. very stylish! it looks casual on the model but can be dressy.",デザイン、スタイル、生地がとても気に入っています。,4,3,General Petite,Tops,Knits,0
602,55,Great easy to wear machine washable!!!,洗濯機で洗えるので、とても着やすいです!!!,This is a great easy to wear summer dress. a denim jacket would look adorable to wear on a cooler night. it runs a bit small in the waist and i bought the petite because i wanted it to be above the knee summer casual. it is very flattering because of the pattern detail by the waist. it is the perfect summer dress and best of all it is machine washable!,このワンピースは、とても着やすく、デニムのジャケットを着れば、涼しい夜に可愛く着られます。,5,12,General Petite,Dresses,Dresses,0
603,49,Flight pattern tunic,フライトパターンチュニック,I adore this top! it's comfortable and cute. the sleeve length is great for wearing bracelets. it's well-made. just perfect.,このトップスが大好きです！着心地がよくて、かわいいです！袖の長さがブレスレットをつけるのにちょうどいいです。,5,1,General Petite,Tops,Blouses,0
604,24,So comfy!,とても快適です!,"This is going to be my go-to winter sweater for work! this piece is super comfy, yet a bit more dressy than just a regular sweatshirt. it will be an especially great layer for the ups and downs of the office thermostat.",これは、私の仕事用の冬のセーターになりそうです！この作品は、非常に快適でありながら、通常のスウェットシャツよりも少しドレッシーです。,5,0,General,Tops,Fine gauge,0
605,52,"Beautiful, full, flowing",美しく、充実した、流れるような,"I bought the wine color. typically wear med or large., med was plenty big.... the color is deep and beautiful. is so soft and flowing. i love it!",普段はMかLを着用していますが、Mでも十分な大きさでした。,5,0,General,Tops,Knits,0
606,34,A true beauty,真の美しさ,"Such a gorgeous top, the detail and fit are amazing. however, after wearing the top for about 8 hours, 7 of the center rinestones fell off. the beads on the sleeves also snagged the embroidery where the sleeve touches the body. but, i love the top so much, i exchanged it for another and hoping i have better luck with quality this time around.",しかし、8時間ほど着ていたら、中央の輪っかが7つも取れてしまいました。袖のビーズも、袖が体に触れる部分の刺繍を引っかけてしまいました。,5,1,General,Tops,Blouses,0
